time,open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change,ret,logret,rv_30,atr14,ema5,ema15,mom30,put_call_ratio_oi,total_oi,total_oi_change,opt_skew_proxy,vol_60
33:46.4,17718.09963,17723.58237,17707.63896,17715.77067,3860,17721.05096,99560,391900,319700,17300,16700,15955,711600,-17700,0.002721151,0.002717455,0.004434763,29.01260191,17690.72328,17712.4451,-0.004538015,0.815769329,711600,-17700,600,0.001506602
38:46.4,17722.91725,17737.63475,17722.09865,17723.11633,750,17730.5126,88382,399200,315400,16950,17100,-11178,714600,3000,0.00041464,0.000414554,0.004422427,28.50199321,17701.52096,17713.779,-0.004772852,0.79008016,714600,3000,-150,0.001489483
43:46.4,17729.94268,17738.1741,17716.07235,17734.79288,4580,17740.76015,79934,409500,313100,19350,17950,-8448,722600,8000,0.000658832,0.000658615,0.004444011,28.04483291,17712.6116,17716.40574,-0.003709105,0.764590965,722600,8000,1400,0.001492002
48:46.4,17728.14019,17730.90271,17716.40279,17717.67339,1260,17712.99146,135855,395100,317300,17200,18950,55921,712400,-10200,-0.000965306,-0.000965772,0.004230522,27.35520821,17714.29886,17716.56419,-0.002081317,0.803087826,712400,-10200,-1750,0.001423344
53:46.4,17677.36596,17700.64774,17669.66283,17687.21509,4660,17691.17269,69214,396200,325200,16400,16500,-66641,721400,9000,-0.001719091,-0.00172057,0.004288181,28.83059029,17705.27094,17712.89556,-0.002609881,0.820797577,721400,9000,-100,0.001424868
58:46.4,17676.83969,17706.42235,17665.78107,17683.16253,2660,17687.53439,98349,402700,325100,16850,19400,29135,727800,6400,-0.000229124,-0.00022915,0.004282577,29.67421084,17697.90147,17709.17893,-0.003142055,0.80730072,727800,6400,-2550,0.001424762
03:46.4,17678.61357,17688.39604,17665.06717,17684.96183,3770,17686.47781,101759,395400,316700,19400,16850,3410,712100,-15700,0.000101752,0.000101747,0.003750629,29.22097208,17693.58826,17706.15179,-0.006437329,0.800961052,712100,-15700,2550,0.001415801
08:46.4,17744.23189,17748.96358,17730.21894,17748.1221,3740,17753.33993,99339,401700,320000,16900,16950,-2420,721700,9600,0.003571411,0.003565049,0.004294544,31.70531281,17711.76621,17711.39808,-0.001903197,0.796614389,721700,9600,-50,0.001484489
13:46.4,17739.29008,17744.03005,17733.86399,17739.46407,3110,17744.48837,93685,412700,325800,18400,17300,-5654,738500,16800,-0.000487828,-0.000487947,0.00417356,30.45908434,17720.99883,17714.90633,-0.000550751,0.789435425,738500,16800,1100,0.001469807
18:46.4,17747.49322,17755.62577,17737.41311,17753.46402,720,17756.53071,132286,400300,325900,19400,18150,38601,726200,-12300,0.000789198,0.000788887,0.004176533,29.58434016,17731.82056,17719.72604,0.000964884,0.814139395,726200,-12300,1250,0.001469389
23:46.4,17746.74664,17752.53417,17745.38016,17751.99803,2930,17750.20008,57762,396000,322400,19450,18250,-74524,718400,-7800,-8.26E-05,-8.26E-05,0.003940014,28.04859148,17738.54638,17723.76004,-0.001497626,0.814141414,718400,-7800,1200,0.001461108
28:46.4,17715.8407,17725.83049,17711.27031,17712.70464,2070,17716.10572,108729,400500,314900,17500,16050,50967,715400,-3000,-0.002213463,-0.002215916,0.004117314,28.95424355,17729.93247,17722.37811,-0.003055671,0.786267166,715400,-3000,1450,0.001485139
33:46.4,17746.41331,17747.17739,17737.43461,17741.32362,2550,17754.80843,109619,397400,314500,19350,17500,890,711900,-3500,0.001615732,0.001614428,0.004213311,29.34842275,17733.72952,17724.7463,-0.002075007,0.791394061,711900,-3500,1850,0.001497492
38:46.4,17766.61844,17774.15875,17758.7656,17767.52326,3590,17768.98567,105739,417000,324600,16850,17350,-3880,741600,29700,0.001476758,0.001475668,0.004295556,29.59747296,17744.9941,17730.09342,-0.000109979,0.778417266,741600,29700,-500,0.001488529
43:46.4,17787.88977,17810.47998,17786.71135,17801.66667,1360,17810.82014,83383,400900,323000,17550,16650,-22356,723900,-17700,0.001921675,0.001919831,0.004404033,30.55170471,17763.88496,17739.04008,0.000885065,0.805687204,723900,-17700,900,0.001507885
48:46.4,17763.81983,17765.74836,17749.42793,17752.81419,3160,17756.5717,124100,407400,316000,19500,19600,40717,723400,-500,-0.002744265,-0.002748037,0.00464028,32.10077862,17760.1947,17740.76184,-0.002838826,0.775650466,723400,-500,-100,0.001545383
53:46.4,17801.41567,17806.10222,17776.60895,17788.35366,4640,17787.63823,123099,394300,323000,16100,17900,-1001,717300,-6100,0.002001906,0.001999905,0.004780792,33.61415381,17769.58102,17746.71082,-0.000265714,0.819173218,717300,-6100,-1800,0.001547753
58:46.4,17764.20024,17769.90442,17761.20269,17765.66366,1830,17767.63602,82678,396500,322800,16250,18500,-40421,719300,2000,-0.001275553,-0.001276368,0.004798718,33.15249758,17768.27523,17749.07992,-0.000486863,0.814123581,719300,2000,-2250,0.001543128
03:46.4,17780.02249,17786.252,17777.68169,17780.47489,3160,17783.94099,76042,406000,316400,16300,16050,-6636,722400,3100,0.000833699,0.000833352,0.004817417,32.25505774,17772.34178,17753.00429,0.000734108,0.779310345,722400,3100,250,0.001534623
08:46.4,17838.71649,17841.01337,17837.31592,17840.26258,3820,17847.33738,72177,415200,303400,18100,19500,-3865,718600,-3800,0.003362548,0.003356907,0.005011741,34.27530267,17794.98205,17763.91158,0.006193258,0.730732177,718600,-3800,-1400,0.00158797
13:46.4,17812.40944,17814.69641,17801.6315,17814.58214,3170,17830.86491,104508,402800,330200,16500,19100,32331,733000,14400,-0.001439465,-0.001440502,0.005097391,34.58642952,17801.51541,17770.2454,0.004812699,0.819761668,733000,14400,-2600,0.001598487
18:46.4,17797.46315,17801.733,17781.31707,17795.47694,4990,17799.32787,100935,394800,321700,16850,19450,-3573,716500,-16500,-0.001072448,-0.001073023,0.005100623,34.49204674,17799.50259,17773.39934,0.002458002,0.814842958,716500,-16500,-2600,0.001576401
23:46.4,17800.30167,17815.95444,17792.49878,17813.56167,1020,17810.54659,92777,407200,324400,18550,16300,-8158,731600,15100,0.001016255,0.001015739,0.005110724,33.70373388,17804.18895,17778.41963,0.004088372,0.796660118,731600,15100,2250,0.001581358
28:46.4,17787.04158,17803.37329,17764.23603,17772.80391,1480,17767.53653,141626,406600,324500,18950,19700,48849,731100,-500,-0.002288019,-0.00229064,0.005292854,34.81958447,17793.72727,17777.71767,0.001990924,0.798081653,731100,-500,-750,0.001607874
33:46.4,17745.89455,17749.73453,17735.83426,17738.54334,2960,17739.84649,90778,410300,321900,19900,17500,-50848,732200,1100,-0.001927697,-0.001929557,0.005209769,34.97316023,17775.33263,17772.82088,0.002558704,0.784547892,732200,1100,2400,0.001624429
38:46.4,17747.89719,17754.94149,17731.63702,17746.98091,850,17744.52426,103749,399200,317100,16400,19450,12971,716300,-15900,0.000475663,0.00047555,0.005138607,34.13968233,17765.88205,17769.59088,0.0044465,0.794338677,716300,-15900,-3050,0.001600255
43:46.4,17719.81642,17722.45114,17687.96946,17705.25791,4500,17711.76233,96113,402100,318200,18400,17950,-7636,720300,4000,-0.002350991,-0.002353759,0.005320891,35.91623688,17745.67401,17761.54926,0.001401468,0.791345436,720300,4000,450,0.001622198
48:46.4,17732.58617,17734.77068,17730.48533,17731.02699,770,17737.57997,139262,403700,332500,19100,16200,43149,736200,15900,0.001455448,0.00145439,0.005381188,35.45884589,17740.79167,17757.73398,0.00275097,0.823631409,736200,15900,2900,0.001616015
53:46.4,17708.32445,17731.77617,17701.69446,17723.03538,2690,17725.80385,60206,395100,312700,17100,16500,-79056,707800,-28400,-0.000450713,-0.000450815,0.00534951,35.07476505,17734.87291,17753.39665,0.003347252,0.791445204,707800,-28400,600,0.001537226
58:46.4,17749.71996,17756.22405,17746.0209,17749.90532,4550,17756.95587,93801,396500,315600,19550,17550,33595,712100,4300,0.001516103,0.001514955,0.005409039,34.94004402,17739.88371,17752.96024,0.004653189,0.795964691,712100,4300,2000,0.001539085
03:46.4,17729.0557,17744.77856,17718.70973,17731.10076,1510,17734.99145,112285,403400,317700,18950,16300,18484,721100,9000,-0.001059418,-0.001059979,0.005232972,34.67258331,17736.95606,17750.2278,0.000865336,0.787555776,721100,9000,2650,0.001542046
08:46.4,17720.67021,17722.09345,17709.30062,17709.50473,3120,17722.96877,95552,396100,316400,16850,18700,-16733,712500,-8600,-0.001217975,-0.001218717,0.005275205,33.75312302,17727.80562,17745.13742,-0.000768014,0.798788185,712500,-8600,-1850,0.001546296
13:46.4,17742.48494,17746.78016,17725.67799,17737.01705,3200,17743.89613,73913,404600,329200,19450,16150,-21639,733800,21300,0.001553534,0.001552329,0.005338466,34.00471674,17730.87609,17744.12237,0.000125413,0.813643104,733800,21300,3300,0.00156016
18:46.4,17709.93437,17718.49045,17697.02389,17706.61202,2730,17714.91084,103531,400200,311900,17100,16450,29618,712100,-21700,-0.001714213,-0.001715684,0.005401089,34.43246248,17722.78807,17739.43358,-0.000624313,0.77936032,712100,-21700,650,0.001539849
23:46.4,17716.15501,17717.70853,17703.80751,17713.34067,1880,17709.18798,67573,397700,312000,18700,19000,-35958,709700,-2400,0.000380008,0.000379936,0.005310743,32.96593047,17719.63893,17736.17196,0.001477088,0.784510938,709700,-2400,-300,0.00153338
28:46.4,17751.10291,17766.84339,17745.12266,17762.47821,3290,17759.78949,113404,389100,323700,16150,17250,45831,712800,3100,0.002774042,0.002770201,0.005528896,34.43284411,17733.91869,17739.46024,0.004485378,0.831919815,712800,3100,-1100,0.00157468
33:46.4,17708.52966,17713.54987,17700.05137,17713.4676,3350,17719.55486,91734,403200,310600,17600,19450,-21670,713800,1000,-0.002759221,-0.002763035,0.00577322,36.43241511,17727.10166,17736.21116,0.001611865,0.770337302,713800,1000,-1850,0.001550952
38:46.4,17713.61186,17716.33074,17679.75617,17703.7679,2990,17699.08052,88370,404600,326100,18750,16300,-3364,730700,16900,-0.000547589,-0.000547739,0.00539561,36.44256909,17719.32374,17732.15576,-0.002499093,0.805981216,730700,16900,2450,0.001547625
43:46.4,17720.69561,17738.94913,17719.37138,17722.87973,3710,17723.10405,120923,379900,319700,19650,18200,32553,699600,-31100,0.001079535,0.001078952,0.00542998,36.35247382,17720.50907,17730.99625,-0.000934884,0.841537247,699600,-31100,1450,0.001536953
48:46.4,17741.66688,17749.12891,17728.97422,17746.08653,3660,17755.91473,79935,399300,327400,18850,16750,-40988,726700,27100,0.001309426,0.001308569,0.005464375,35.63080976,17729.03489,17732.88254,-0.000415552,0.819934886,726700,27100,2100,0.001543646
53:46.4,17708.95614,17721.5176,17704.73651,17719.05157,1270,17719.16219,69150,404800,320500,16300,17550,-10785,725300,-1400,-0.001523432,-0.001524594,0.00553196,36.03932477,17725.70712,17731.15367,-0.00185593,0.791749012,725300,-1400,-1250,0.001524168
58:46.4,17674.09173,17692.56254,17671.45105,17688.05904,3460,17685.17731,81790,406900,320000,18350,18850,12640,726900,1600,-0.001749107,-0.001750639,0.005477083,36.86512441,17713.15776,17725.76684,-0.001391408,0.786434013,726900,1600,-500,0.001537972
03:46.4,17688.1113,17695.59655,17675.96702,17679.13375,3870,17686.21005,140940,412000,312100,19400,18450,59150,724100,-2800,-0.000504594,-0.000504722,0.005393555,35.63401032,17701.81642,17719.9377,-0.003505368,0.757524272,724100,-2800,950,0.001536131
08:46.4,17696.16966,17701.34497,17684.11065,17688.99512,3560,17703.53653,79926,413900,313400,17550,16950,-61014,727300,3200,0.000557797,0.000557642,0.005327331,34.67523995,17697.54266,17716.06988,-0.004419757,0.757187727,727300,3200,600,0.001537491
13:46.4,17702.99708,17707.23482,17682.16038,17691.86564,4770,17691.11208,107310,404300,320400,17350,17900,27384,724700,-2600,0.000162277,0.000162264,0.005190336,33.98946841,17695.65032,17713.04435,-0.00616802,0.792480831,724700,-2600,-550,0.001532219
18:46.4,17712.37636,17715.55994,17690.00861,17710.30383,4000,17720.34925,116867,391500,322200,19150,19600,9557,713700,-11000,0.001042185,0.001041642,0.005012808,33.38674435,17700.53482,17712.70178,-0.00239457,0.822988506,713700,-11000,-450,0.001532974
23:46.4,17694.49523,17719.40892,17677.97333,17698.62122,620,17697.20617,81205,387700,330600,16250,18750,-35662,718300,4600,-0.000659651,-0.000659868,0.004868913,33.96166176,17699.89695,17710.94171,-0.005044449,0.852721176,718300,4600,-2500,0.001533459
28:46.4,17700.83773,17715.91647,17690.55296,17709.57605,3950,17712.52044,81230,394300,334100,16550,16250,25,728400,10100,0.000618965,0.000618774,0.004843722,33.34750779,17703.12332,17710.77101,-0.003157079,0.847324372,728400,10100,300,0.001530803
33:46.4,17708.79797,17712.48694,17694.11731,17708.12547,4450,17711.29983,103603,402400,321700,16600,18700,22373,724100,-4300,-8.19E-05,-8.19E-05,0.004812053,32.27765926,17704.7907,17710.44031,-0.004069037,0.79945328,724100,-4300,-2100,0.001530206
38:46.4,17690.00957,17690.5679,17683.64781,17687.18052,1310,17686.56864,104506,394300,328000,18250,18150,903,722300,-1800,-0.001182787,-0.001183487,0.004380433,31.72051622,17698.92064,17707.53284,-0.008580707,0.831853918,722300,-1800,100,0.001514322
43:46.4,17739.76467,17744.6217,17738.61879,17741.11074,580,17749.31811,126952,393500,317900,17750,16000,22446,711400,-10900,0.003049114,0.003044474,0.004717065,33.55770631,17712.98401,17711.73008,-0.004124228,0.807878018,711400,-10900,1750,0.001565808
48:46.4,17752.5552,17754.89455,17744.58084,17745.14224,2620,17740.4945,84615,399200,326300,17000,19300,-42337,725500,14100,0.00022724,0.000227215,0.004688517,32.14528499,17723.70342,17715.9066,-0.002828511,0.81738477,725500,14100,-2300,0.001557319
53:46.4,17721.03772,17750.94176,17715.192,17739.55211,970,17744.13804,92454,394900,325600,16600,19350,7839,720500,-5000,-0.000315023,-0.000315073,0.004643699,32.40274711,17728.98632,17718.86229,-0.004154675,0.824512535,720500,-5000,-2750,0.00155585
58:46.4,17738.67592,17760.19641,17715.69792,17724.41703,980,17733.67359,156767,399200,329000,17750,17750,64313,728200,7700,-0.000853183,-0.000853547,0.00448936,33.26672838,17727.46322,17719.55663,-0.002722524,0.824148297,728200,7700,0,0.001559548
03:46.4,17712.93765,17735.71552,17711.82274,17714.5738,3580,17722.32657,64147,404200,313600,17250,17500,-92620,717800,-10400,-0.000555348,-0.000555503,0.004366699,32.59716078,17723.16675,17718.93378,-0.001351269,0.775853538,717800,-10400,-250,0.001526947
08:46.4,17734.03971,17756.38448,17729.81412,17751.98307,4890,17758.14948,60046,403000,317800,16650,17400,-4101,720800,3000,0.002111779,0.002109552,0.004528714,33.25526914,17732.77219,17723.06494,0.00028186,0.788585608,720800,3000,-750,0.001538709
13:46.4,17765.06403,17774.87126,17753.47597,17765.12443,890,17777.12636,72339,387800,325100,19250,17300,12293,712900,-7900,0.000740276,0.000740002,0.004324594,32.51476396,17743.55627,17728.32237,0.003381284,0.838318721,712900,-7900,1950,0.00153911
18:46.4,17743.3857,17757.27565,17733.77279,17741.69974,4120,17744.07916,122032,391500,317500,18200,16900,49693,709000,-3900,-0.001318577,-0.001319447,0.004324339,32.43168351,17742.93742,17729.99454,0.000601925,0.810983397,709000,-3900,1300,0.00154966
23:46.4,17769.22226,17795.9439,17751.46608,17766.0465,3290,17761.4732,91234,396100,333400,18500,18000,-30798,729500,20500,0.00137229,0.00137135,0.004382073,33.98971821,17750.64045,17734.50104,0.002426848,0.84170664,729500,20500,500,0.00155196
28:46.4,17780.40566,17785.48357,17778.69329,17778.80195,2750,17783.07885,91227,402400,314500,16400,16750,-7,716900,-12600,0.000717968,0.00071771,0.004317378,32.95024322,17760.02761,17740.03865,0.001627987,0.781560636,716900,-12600,-350,0.00155397
33:46.4,17802.52206,17816.91248,17791.87022,17814.74214,1570,17817.63296,80695,404100,315200,17450,19550,-10532,719300,2400,0.002021519,0.002019479,0.004406288,33.31883576,17778.26579,17749.37659,0.004717213,0.780004949,719300,2400,-2100,0.001536593
38:46.4,17853.42426,17863.15624,17831.31165,17833.67961,2940,17825.92649,118368,391300,325800,16850,19450,37673,717100,-2200,0.001063022,0.001062458,0.00435846,34.39706898,17796.73706,17759.91447,0.007011765,0.832609251,717100,-2200,-2600,0.001541162
43:46.4,17847.03242,17869.51726,17834.80629,17860.71604,3040,17858.25964,72648,403100,317700,16650,17600,-45720,720800,3700,0.001516032,0.001514884,0.004354696,34.49996748,17818.06339,17772.51466,0.006974058,0.7881419,720800,3700,-950,0.001550325
48:46.4,17827.04416,17835.68799,17803.66931,17814.35168,820,17811.22014,88369,400100,324600,19650,19050,15721,724700,3900,-0.002595884,-0.002599259,0.004513921,36.11045015,17816.82615,17777.74429,0.006084714,0.811297176,724700,3900,600,0.001583662
53:46.4,17803.45193,17804.43589,17800.79098,17801.07827,720,17800.28861,81487,403000,325900,16250,19750,-6882,728900,4200,-0.000745097,-0.000745375,0.004544538,34.49975361,17811.57686,17780.66104,0.004953193,0.808684864,728900,4200,-3500,0.001569701
58:46.4,17781.85672,17787.42524,17777.26624,17778.04033,3820,17779.72299,46554,399700,318000,17050,19150,-34933,717700,-11200,-0.001294187,-0.001295026,0.0043474,33.73634476,17800.39802,17780.33345,0.000876124,0.795596698,717700,-11200,-2100,0.001579569
03:46.4,17779.97812,17789.60386,17763.26605,17785.21035,1030,17787.09803,90435,391400,324800,17000,18800,43881,716200,-1500,0.000403307,0.000403226,0.004026246,33.20787811,17795.33546,17780.94306,0.004050181,0.829841594,716200,-1500,-1800,0.001580089
08:46.4,17789.25685,17814.64769,17770.41389,17775.04213,3580,17774.44415,98816,390800,306600,18450,17950,8381,697400,-18800,-0.000571723,-0.000571887,0.004027646,33.99544373,17788.57102,17780.20544,0.004025936,0.784544524,697400,-18800,500,0.001514987
13:46.4,17796.81953,17808.55852,17793.90258,17800.93214,980,17797.79594,84489,407700,319100,19400,18450,-14327,726800,29400,0.001456537,0.001455477,0.004062949,33.96122562,17792.69139,17782.79628,0.004404048,0.782683346,726800,29400,950,0.001524574
18:46.4,17819.09327,17847.17174,17806.3881,17837.12896,1270,17842.71618,94634,410100,317700,17500,18750,10145,727800,1000,0.002033423,0.002031358,0.004152453,34.83825276,17807.50391,17789.58786,0.005130282,0.7746891,727800,1000,-1250,0.001543001
23:46.4,17819.619,17821.90294,17803.96643,17807.47338,3850,17811.65763,95147,401100,319100,16900,16900,513,720200,-7600,-0.001662576,-0.001663959,0.004172313,34.71855782,17807.49373,17791.82355,0.004990211,0.795562204,720200,-7600,0,0.001559217
28:46.4,17858.6921,17865.19093,17851.28678,17860.38606,4820,17864.74402,97339,402100,319800,18300,17500,2192,721900,1700,0.002971375,0.002966969,0.004308455,36.36134295,17825.12451,17800.39387,0.009742562,0.795324546,721900,1700,800,0.001574932
33:46.4,17851.78239,17858.90386,17840.23742,17845.87361,4070,17858.96719,78919,390600,322300,17400,16900,-18420,712900,-9000,-0.000812549,-0.00081288,0.004331905,35.20329224,17832.04087,17806.07883,0.00943145,0.825140809,712900,-9000,500,0.001567532
