timestamp,total_call_oi,total_put_oi,max_call_strike,max_put_strike
2025-10-31 04:57:21.737199,385300,318800,16650,19350
2025-10-31 05:02:21.737199,393100,327000,16750,19850
2025-10-31 05:07:21.737199,390500,319500,18300,18650
2025-10-31 05:12:21.737199,398900,317900,18100,16400
2025-10-31 05:17:21.737199,390900,319400,18350,19300
2025-10-31 05:22:21.737199,398500,324300,19050,17700
2025-10-31 05:27:21.737199,414200,319300,17000,18550
2025-10-31 05:32:21.737199,400100,317300,18750,18050
2025-10-31 05:37:21.737199,390800,338300,18300,19550
2025-10-31 05:42:21.737199,400500,319100,16000,18050
2025-10-31 05:47:21.737199,396700,328300,18750,18750
2025-10-31 05:52:21.737199,404500,320500,17900,18550
2025-10-31 05:57:21.737199,391700,321100,16450,16000
2025-10-31 06:02:21.737199,387200,328200,16700,17300
2025-10-31 06:07:21.737199,393100,317100,19050,17700
2025-10-31 06:12:21.737199,396600,318600,16350,17350
2025-10-31 06:17:21.737199,397100,325300,16850,16500
2025-10-31 06:22:21.737199,414300,321200,19350,18200
2025-10-31 06:27:21.737199,411900,325500,16800,16300
2025-10-31 06:32:21.737199,400500,321700,17950,16150
2025-10-31 06:37:21.737199,400200,319700,16300,16050
2025-10-31 06:42:21.737199,407800,323100,19200,18800
2025-10-31 06:47:21.737199,403000,321300,16750,17900
2025-10-31 06:52:21.737199,399900,328700,16100,16350
2025-10-31 06:57:21.737199,403100,310200,17100,18800
2025-10-31 07:02:21.737199,399700,320600,16400,16350
