time,open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change
12:21.7,18046.03653,18054.52155,18041.57936,18052.63023,650,18050.44053,101621,394500,321200,16050,17750,-24141,715700,6200
17:21.7,18048.4334,18058.41334,18045.1635,18048.56221,3930,18057.77201,105634,397600,325100,17550,16800,4013,722700,7000
22:21.7,18111.38737,18113.50502,18096.03427,18102.74879,1270,18108.86153,101202,406500,311500,19250,17100,-4432,718000,-4700
27:21.7,18060.91081,18070.26133,18056.40474,18057.23508,3950,18067.95355,86641,414900,323200,16600,16350,-14561,738100,20100
32:21.7,18079.6929,18093.45758,18069.91256,18085.89712,1210,18082.33572,57063,396900,319600,16600,18500,-29578,716500,-21600
37:21.7,18036.19001,18049.99189,18032.55312,18037.14498,3190,18053.30744,115374,405900,323700,17050,19950,58311,729600,13100
42:21.7,18023.60698,18029.70028,18022.84524,18028.8736,3360,18030.94502,113255,398300,329000,19250,16400,-2119,727300,-2300
47:21.7,18053.2518,18079.11387,18045.03562,18071.09239,1150,18065.16321,99770,390600,324600,17850,16750,-13485,715200,-12100
52:21.7,18055.17313,18064.17934,18039.39628,18041.0518,4170,18056.54428,78195,390700,319200,19150,16950,-21575,709900,-5300
57:21.7,18026.18867,18043.35175,18015.29005,18040.76476,1170,18037.28234,136416,387900,325400,18050,16400,58221,713300,3400
02:21.7,18007.03781,18014.81604,18006.52693,18007.97738,2420,18009.42939,93176,397600,315700,17800,17350,-43240,713300,0
07:21.7,18025.58374,18028.2133,18016.46109,18017.48318,1040,18019.97454,104965,393200,327200,16200,17000,11789,720400,7100
12:21.7,18006.02668,18006.5653,17992.37787,17994.04985,4280,18000.04592,85937,392500,321900,18450,16850,-19028,714400,-6000
17:21.7,18012.05409,18016.49911,18002.06726,18010.35087,2170,18009.67744,73005,404000,314300,19150,17700,-12932,718300,3900
22:21.7,18013.46553,18024.38783,18004.28836,18021.76659,4580,18030.99002,111792,401300,326700,16300,18300,38787,728000,9700
27:21.7,17996.04772,18014.00356,17989.55365,17994.90003,740,18002.56749,69983,397800,317400,17950,18700,-41809,715200,-12800
32:21.7,18054.1952,18077.96577,18048.63321,18067.83654,1800,18071.55346,104580,399800,318200,18850,16550,34597,718000,2800
37:21.7,18071.55143,18079.94937,18049.04675,18058.43893,3740,18069.22521,104638,392900,320900,18250,18900,58,713800,-4200
42:21.7,18016.91869,18018.10903,18010.51457,18016.80978,1510,18020.04638,77604,397000,319200,16350,16700,-27034,716200,2400
47:21.7,18022.13861,18026.85799,17997.80596,18010.85321,4230,18012.96599,74071,397400,324300,18400,16800,-3533,721700,5500
52:21.7,18004.43732,18019.94322,18001.60088,18007.71081,3310,18022.10673,84591,398900,321500,18850,17000,10520,720400,-1300
57:21.7,18027.65369,18045.38481,18025.47748,18035.64794,3450,18040.85521,87448,409300,324000,17050,17150,2857,733300,12900
02:21.7,18006.41556,18024.61823,17989.42438,18002.62735,3430,18000.90458,69405,393000,318800,16750,19200,-18043,711800,-21500
07:21.7,18003.49687,18004.40857,17975.50941,17980.05439,4710,17979.06403,77497,402000,321700,16800,16400,8092,723700,11900
12:21.7,18017.31951,18024.50343,18013.38961,18019.11177,3120,18022.81807,101518,395600,334000,19850,18400,24021,729600,5900
17:21.7,18040.913,18053.57355,18030.17039,18044.85258,4630,18035.4801,139792,394500,315700,18700,16750,38274,710200,-19400
22:21.7,18008.64065,18012.89457,18002.52916,18012.28105,1690,18012.46303,120152,398800,322700,19900,18900,-19640,721500,11300
27:21.7,17999.78704,18014.18667,17991.42491,18010.90895,4520,18013.96867,103210,403100,319300,16500,17700,-16942,722400,900
32:21.7,17987.14811,18005.97344,17967.32207,17977.51551,2800,17980.20927,122566,398800,309000,19200,18600,19356,707800,-14600
37:21.7,17969.70914,17989.40946,17966.59345,17975.82079,3400,17972.63488,123109,401600,323500,17850,17700,543,725100,17300
42:21.7,18017.53943,18038.73328,18012.26216,18028.28246,2100,18029.46232,93900,400200,313400,16600,18850,-29209,713600,-11500
47:21.7,18028.6682,18037.44007,18010.63962,18012.63542,2100,18022.61336,105157,400300,318800,19550,17950,11257,719100,5500
52:21.7,17994.78229,18004.66924,17981.81721,17997.65832,1270,18006.51217,119557,407300,316700,16650,18100,14400,724000,4900
57:21.7,18019.75464,18021.58577,18006.5754,18015.21204,870,18019.33184,122289,391300,320300,18700,17700,2732,711600,-12400
02:21.7,18077.3879,18081.52431,18066.45865,18076.65104,4430,18079.89268,122481,399000,318100,17900,16850,192,717100,5500
07:21.7,18105.58706,18110.4158,18087.95817,18108.7345,4900,18111.47819,79459,403300,322000,18300,16450,-43022,725300,8200
12:21.7,18064.55106,18078.18195,18051.31473,18060.15028,770,18065.04265,123501,408300,321000,16400,16750,44042,729300,4000
17:21.7,18051.61514,18057.08122,18038.20312,18045.51632,1490,18049.6807,137161,400200,328800,18250,18150,13660,729000,-300
22:21.7,18086.1333,18091.0416,18078.38361,18086.44214,3430,18091.8182,129868,398300,320900,19400,18500,-7293,719200,-9800
27:21.7,18067.12565,18071.01288,18056.68597,18057.30395,4490,18063.63372,78289,392600,320100,18100,16700,-51579,712700,-6500
32:21.7,18079.33826,18092.75364,18069.26278,18069.52276,1730,18066.57142,73260,398800,311400,17300,18650,-5029,710200,-2500
37:21.7,18100.53878,18108.57463,18098.8636,18106.68729,4540,18108.62325,109304,396300,319200,19800,19900,36044,715500,5300
42:21.7,18075.57011,18086.47518,18054.23889,18065.18756,1410,18069.87319,129496,404800,319600,19150,16000,20192,724400,8900
47:21.7,18074.13699,18093.96422,18062.93475,18080.1585,3040,18078.5358,104523,403700,318500,19350,16350,-24973,722200,-2200
52:21.7,17986.65547,18000.30666,17981.18896,17990.8157,1460,17990.77709,95300,411000,322800,18650,16200,-9223,733800,11600
57:21.7,17959.21832,17960.35215,17933.84027,17943.72125,550,17946.13703,98196,402200,320500,18300,16750,2896,722700,-11100
02:21.7,17952.59524,17961.4338,17940.08532,17946.51322,2180,17949.19353,120409,402500,325900,17800,19500,22213,728400,5700
07:21.7,17919.20444,17937.00812,17898.37606,17929.90319,4320,17934.65427,93567,400000,321000,17400,16150,-26842,721000,-7400
12:21.7,17963.3151,17967.11972,17949.75412,17954.50261,3200,17953.52572,109619,391900,321200,18550,16550,16052,713100,-7900
17:21.7,17925.00054,17937.23988,17912.26046,17920.83831,1570,17929.6268,97392,406800,326900,19400,17500,-12227,733700,20600
22:21.7,17913.35188,17926.21732,17912.40166,17917.49041,4360,17920.12208,82233,396900,322300,19000,17600,-15159,719200,-14500
27:21.7,17917.04439,17930.36656,17905.9949,17924.06241,3480,17928.42799,80666,400600,312100,19900,19800,-1567,712700,-6500
32:21.7,17956.00089,17967.73846,17953.67355,17953.74257,960,17955.34136,110506,398100,327600,19050,17650,29840,725700,13000
37:21.7,17917.54817,17931.86314,17908.72136,17912.19521,1480,17917.04396,45891,413700,323600,19600,16500,-64615,737300,11600
42:21.7,17949.01651,17967.43976,17937.29515,17961.78158,630,17974.37937,109585,401100,316400,17300,19850,63694,717500,-19800
47:21.7,17949.47152,17971.6525,17945.05988,17965.07768,2430,17966.62743,96587,407900,324600,16400,18000,-12998,732500,15000
52:21.7,17923.24385,17933.78161,17910.58353,17932.016,2060,17932.67323,118921,400300,313600,16800,18850,22334,713900,-18600
57:21.7,17935.8511,17940.78274,17931.21606,17936.61623,4370,17935.7365,112029,392500,329800,18100,16900,-6892,722300,8400
02:21.7,17941.38677,17941.7847,17928.58516,17934.13607,2030,17937.40212,100892,392400,323500,18250,17500,-11137,715900,-6400
07:21.7,17925.42021,17941.06648,17905.50592,17917.97718,1640,17921.17803,78652,407200,320800,19800,19350,-22240,728000,12100
12:21.7,17927.47643,17936.59568,17926.4803,17932.16011,4450,17936.02329,79735,403300,316200,17050,18200,1083,719500,-8500
17:21.7,17917.29705,17924.48111,17905.48778,17921.04533,3070,17927.14703,87100,396800,322700,19350,18950,7365,719500,0
22:21.7,17920.5274,17936.75617,17908.35779,17933.08609,1940,17938.51354,117371,400200,324900,17200,17600,30271,725100,5600
27:21.7,17938.51422,17953.3736,17934.53847,17944.34827,3400,17947.8159,135374,401700,316700,16050,19350,18003,718400,-6700
32:21.7,17981.42101,17991.558,17965.31471,17967.90725,590,17982.03255,106597,390000,317500,17400,18800,-28777,707500,-10900
37:21.7,17948.24495,17967.81257,17947.21688,17957.68525,4170,17964.9977,88215,407500,321100,17700,17900,-18382,728600,21100
42:21.7,18005.94328,18007.33418,17996.20105,17996.95777,2630,17994.67615,90299,390400,326300,17600,16200,2084,716700,-11900
47:21.7,17953.47616,17956.4973,17943.82841,17950.02935,2820,17945.29843,91219,400000,326900,18950,16400,920,726900,10200
52:21.7,17949.56851,17951.99239,17945.57647,17951.81401,2200,17951.65792,120802,396200,324200,18750,16600,29583,720400,-6500
57:21.7,17965.59522,17984.4864,17964.34635,17983.5219,700,17987.9422,90828,408400,326200,18050,16650,-29974,734600,14200
02:21.7,17973.34883,18012.27999,17972.94332,18001.29665,640,18000.68731,99126,398100,323900,19950,17250,8298,722000,-12600
07:21.7,17956.74824,17971.86539,17948.43525,17962.19562,4680,17962.40599,126895,405400,326200,18650,18250,27769,731600,9600
12:21.7,17951.32283,17958.16694,17948.65838,17949.67852,4170,17953.40882,88650,393800,322200,16350,16750,-38245,716000,-15600
17:21.7,17938.23209,17952.32334,17936.94359,17943.02613,1750,17944.77393,111141,397000,326000,17500,18450,22491,723000,7000
22:21.7,17922.56008,17935.85373,17921.08074,17930.51461,3900,17923.08581,118009,416800,321600,16050,18450,6868,738400,15400
27:21.7,17945.59466,17953.67496,17942.43245,17942.71737,3900,17952.10416,101268,399100,317500,19550,16400,-16741,716600,-21800
32:21.7,17955.38707,17986.77464,17954.7077,17971.50393,2620,17979.65377,139082,403400,314200,16900,17000,37814,717600,1000
37:21.7,17936.91394,17942.58122,17933.03692,17938.97732,2370,17935.64899,133309,407000,318700,18600,18900,-5773,725700,8100
42:21.7,17961.31396,17971.90462,17949.88415,17965.78402,2210,17969.68381,105261,396700,318600,17250,17500,-28048,715300,-10400
47:21.7,17969.77482,17986.12732,17959.26717,17975.75808,2960,17973.33197,83923,408400,311900,16200,16700,-21338,720300,5000
52:21.7,17991.87853,18002.46206,17985.39272,17995.67109,540,17995.98352,84868,400200,319700,16550,16200,945,719900,-400
57:21.7,18009.05895,18018.40969,17984.02669,18016.61321,2800,18022.84419,104252,405500,325700,18350,18650,19384,731200,11300
02:21.7,17986.85861,17991.11284,17971.97516,17981.30738,2500,17989.27336,78199,395800,326000,17250,17600,-26053,721800,-9400
07:21.7,17971.93083,17977.73191,17954.75255,17966.91395,4220,17974.74739,105378,397800,313100,19300,18900,27179,710900,-10900
12:21.7,17992.26751,18007.21084,17975.76656,17982.37037,4510,17987.28768,133761,395300,322900,16700,17100,28383,718200,7300
17:21.7,18008.92806,18017.41804,17990.22471,18012.88553,1980,18023.37915,101249,399200,320900,17750,18850,-32512,720100,1900
22:21.7,18008.54353,18034.14396,18006.42506,18015.55728,1210,18015.86051,99621,405000,325300,16500,17950,-1628,730300,10200
27:21.7,18011.89327,18018.87464,17992.56808,18016.01594,2750,18017.51868,117063,391900,326600,18300,17450,17442,718500,-11800
32:21.7,18046.62658,18070.23574,18032.68614,18061.73605,1230,18051.28935,110496,407200,322600,16550,19200,-6567,729800,11300
37:21.7,18030.80018,18032.53022,18012.88158,18030.74973,3560,18033.85252,77033,401700,328300,16100,17850,-33463,730000,200
42:21.7,18045.78362,18069.40317,18032.25667,18051.8176,2180,18058.56732,90895,406200,315200,16050,19350,13862,721400,-8600
47:21.7,18040.49177,18049.7385,18022.54536,18030.64436,2980,18035.79351,137879,404400,319600,18450,16650,46984,724000,2600
52:21.7,18034.78246,18040.67892,18021.15124,18031.29183,3290,18031.52252,106508,409500,327500,18900,17350,-31371,737000,13000
57:21.7,18064.71192,18071.24105,18060.08203,18070.99426,2010,18079.18689,79871,389100,323200,19550,17800,-26637,712300,-24700
02:21.7,18087.27301,18095.38056,18081.09428,18094.95198,2730,18098.17018,96163,400600,323600,16800,19100,16292,724200,11900
07:21.7,18109.53883,18123.86507,18094.29043,18106.87703,2740,18114.66168,64348,391300,324200,18250,17100,-31815,715500,-8700
12:21.7,18145.21745,18153.74932,18128.35255,18144.56786,870,18150.84307,62849,405300,315200,18350,19750,-1499,720500,5000
17:21.7,18145.9706,18151.05837,18129.96565,18132.19895,930,18143.57424,119645,395600,335700,17750,19100,56796,731300,10800
22:21.7,18164.72379,18183.21748,18140.58205,18161.48112,2340,18166.96242,99910,397200,325600,17050,18600,-19735,722800,-8500
27:21.7,18156.45346,18164.9679,18149.00133,18164.53656,4920,18171.49326,110377,399900,318200,18600,18750,10467,718100,-4700
32:21.7,18165.46582,18172.95316,18161.58927,18170.69026,2900,18173.90619,123157,407500,319200,19700,16600,12780,726700,8600
37:21.7,18162.10163,18181.84363,18159.75019,18166.6482,4670,18167.54078,106789,406500,316000,18050,16600,-16368,722500,-4200
42:21.7,18164.92594,18169.04935,18163.21972,18165.37801,3800,18171.68539,114662,397300,320400,17800,17200,7873,717700,-4800
47:21.7,18181.33147,18187.90346,18171.15997,18181.39568,4000,18193.22848,105146,409900,321300,19800,17700,-9516,731200,13500
52:21.7,18159.21224,18161.27362,18141.64929,18153.21678,2590,18153.49336,125727,395600,320500,19350,18150,20581,716100,-15100
57:21.7,18216.47809,18225.79591,18214.91445,18222.84319,720,18225.13123,135468,392600,318100,19800,19150,9741,710700,-5400
02:21.7,18189.19157,18198.40021,18179.2013,18193.02015,1730,18196.80421,103991,401000,309800,17800,16600,-31477,710800,100
07:21.7,18156.27562,18166.91889,18153.02872,18160.74224,1350,18168.10585,103152,403100,316800,19000,19550,-839,719900,9100
12:21.7,18188.02538,18190.82091,18182.65515,18183.24161,920,18188.76273,106403,408800,326800,17100,17750,3251,735600,15700
17:21.7,18209.81848,18217.3265,18181.96737,18190.21249,890,18198.83317,97889,399800,319900,16150,16750,-8514,719700,-15900
22:21.7,18227.05639,18239.57752,18226.39792,18237.05533,3520,18251.50223,91994,406300,316400,19250,18200,-5895,722700,3000
27:21.7,18244.42627,18255.3317,18221.29091,18240.05821,2180,18240.21014,120966,410500,329500,16300,16000,28972,740000,17300
32:21.7,18244.27356,18249.71609,18223.28748,18236.4032,2240,18243.38626,92021,393800,321500,18900,18300,-28945,715300,-24700
37:21.7,18219.91764,18245.35398,18215.22446,18226.23521,690,18231.63367,90867,386100,316100,18100,18950,-1154,702200,-13100
42:21.7,18222.17171,18226.96078,18217.44755,18218.60005,1580,18222.34784,117967,398500,320600,16300,19650,27100,719100,16900
47:21.7,18203.85411,18213.7967,18199.85425,18213.50158,2420,18220.45596,119502,401000,314900,16150,17600,1535,715900,-3200
52:21.7,18230.68231,18242.43835,18219.12441,18236.30653,2930,18238.49414,146669,404200,321000,18700,16050,27167,725200,9300
57:21.7,18226.84358,18235.10869,18226.62123,18233.07324,3730,18238.48689,124393,407100,310200,16950,16200,-22276,717300,-7900
02:21.7,18204.47028,18220.32839,18179.1004,18192.03703,3290,18188.55166,116540,395400,313400,16850,18050,-7853,708800,-8500
07:21.7,18195.87837,18211.87542,18188.21323,18206.90456,2770,18207.60289,119426,401400,319300,17900,16650,2886,720700,11900
12:21.7,18207.33441,18219.65635,18200.46151,18209.71274,850,18219.0772,97042,403400,323000,19600,19700,-22384,726400,5700
17:21.7,18192.12695,18193.358,18171.10797,18188.76798,940,18197.91193,111244,396800,313900,16700,17700,14202,710700,-15700
22:21.7,18169.88557,18180.22339,18169.85101,18171.18825,4350,18176.23675,112192,400500,316800,17600,19950,948,717300,6600
27:21.7,18176.71021,18182.58134,18146.12821,18160.56715,770,18161.73097,89158,406200,325100,17350,18600,-23034,731300,14000
32:21.7,18183.5723,18208.85471,18177.52943,18187.28768,2030,18195.42794,99021,394800,329300,17550,16750,9863,724100,-7200
37:21.7,18169.93219,18188.48433,18152.38262,18160.58039,720,18170.9491,119047,391200,316700,16350,19100,20026,707900,-16200
42:21.7,18157.2802,18159.96094,18137.65774,18144.99979,2560,18146.38407,99629,397700,332000,17850,17550,-19418,729700,21800
47:21.7,18163.78303,18170.83511,18148.8969,18149.95713,4690,18145.66456,112231,406900,320700,19700,19000,12602,727600,-2100
52:21.7,18124.55306,18136.06128,18112.90268,18134.63655,1400,18140.70695,117935,403900,328200,18050,19850,5704,732100,4500
57:21.7,18086.50981,18088.10314,18072.86306,18080.81922,4390,18089.39189,117002,404300,324500,17650,18400,-933,728800,-3300
02:21.7,18067.20976,18087.09351,18054.25732,18081.06485,4680,18087.86776,134613,399400,312900,18150,16950,17611,712300,-16500
07:21.7,18061.60671,18063.39405,18053.78759,18056.76799,4080,18068.85742,88374,399200,328400,16250,19400,-46239,727600,15300
12:21.7,18070.21261,18075.70118,18047.43805,18054.78645,870,18066.89742,132850,398700,320700,18350,19800,44476,719400,-8200
17:21.7,18110.42799,18114.08958,18097.00819,18100.31763,4680,18102.27935,109485,395300,317300,16100,16500,-23365,712600,-6800
22:21.7,18133.9232,18151.35457,18129.351,18145.12826,2770,18149.84051,116680,405200,318800,17850,19300,7195,724000,11400
27:21.7,18129.75455,18142.74154,18123.61484,18128.34135,2510,18129.26661,113939,397800,319600,18000,18000,-2741,717400,-6600
32:21.7,18129.41871,18130.74067,18112.33273,18124.44864,3990,18122.51623,112927,399900,321900,19600,19850,-1012,721800,4400
37:21.7,18102.35731,18109.10374,18101.61282,18103.80566,3580,18102.19385,87252,395400,326100,19000,16550,-25675,721500,-300
42:21.7,18102.03564,18111.23867,18099.26195,18106.57728,3030,18114.09344,115945,395200,317500,19750,16650,28693,712700,-8800
47:21.7,18094.38031,18111.9118,18090.42002,18104.48963,870,18109.75562,71223,399400,309500,18250,16950,-44722,708900,-3800
52:21.7,18103.32256,18119.37182,18101.67524,18116.43388,2700,18124.89404,141905,393500,325600,18600,17250,70682,719100,10200
57:21.7,18081.05385,18085.86997,18073.82888,18077.80136,2360,18095.14676,107636,396300,318100,18950,16100,-34269,714400,-4700
02:21.7,18095.32579,18102.92279,18082.43928,18083.32816,920,18089.65661,123199,400400,304600,19800,18450,15563,705000,-9400
